식품인증업소 관리 일련번호,업소번호,업소 명,자치구 코드,자치구 명,업종 코드,업종 명,업태 코드,업태 명,업주 명,식품인증구분,식품인증 구분명,인증일자,사용여부,지도표시여부,식품인증업소 등급,지도 Y좌표,지도 X좌표,전화번호,도로명상세주소,도로명주소코드,도로명주소,허가번호,최초작성일자,최종수정일자,업소인증메뉴,교부번호,인증여부
2267,354,한우촌돼지마을,3220000,강남구,101,일반음식점,10101,한식,윤화용,2,채식메뉴음식점,2013-12-23,N,Y,,37.49803321,127.0346633,02-565-5505,43 (역삼동지하1층),1.16804E+15,서울특별시 강남구 논현로85길,3.22E+18,59:11.0,59:11.0,청된장비빔밥(5000원),23489,Y
2266,666,하우스 본 오스티엄,3220000,강남구,101,일반음식점,10101,한식,전하영,2,채식메뉴음식점,2013-12-23,N,Y,,37.52693864,127.030242,02-512-1636,11 지하2층 B201B202B203호 (신사동),1.16804E+15,서울특별시 강남구 압구정로32길,3.22E+18,58:04.0,58:04.0,한정식(38000원),25970,Y
2265,211,통영집,3220000,강남구,101,일반음식점,10101,한식,박영자,2,채식메뉴음식점,2013-12-23,N,Y,,37.5022315,127.0359862,02-508-3330,511,1.16803E+15,서울특별시 강남구 논현로,3.22E+18,55:38.0,55:38.0,비빔밥(6000원),40823,Y
2264,157,최가네버섯매운탕칼국수,3220000,강남구,101,일반음식점,10101,한식,최병임,2,채식메뉴음식점,2013-12-23,N,Y,,37.52545869,127.0382056,02-547-7676,36 (신사동지상23층),1.16804E+15,서울특별시 강남구 도산대로51길,3.22E+18,54:46.0,54:46.0,버섯매운탕칼국수(7000원),23295,Y
2263,230,씨제이푸드빌(주) 빕스 잠실점,3230000,송파구,101,일반음식점,10103,경양식,정문목,2,채식메뉴음식점,2013-12-10,N,Y,,37.51532452,127.099503,02-2202-1997,562 지하1층 (신천동 한빛프라자 ),1.17102E+15,서울특별시 송파구 송파대로,3.23E+18,54:29.0,54:29.0,샐러드바(성인 L:20600원 D:27900원 W:29900원),2012-00230,Y
2262,14165,채식부페 러빙헛,3220000,강남구,101,일반음식점,10101,한식,이동민,2,채식메뉴음식점,2013-12-23,N,Y,,37.47657806,127.0462166,02-576-9637,72 (개포동),1.16803E+15,서울특별시 강남구 논현로,3.22E+18,54:03.0,54:03.0,"콩불고기1인	(13000원) 채식도시락A(10000원)	 채식도시락B	(7000원) ",6.80001E+12,Y
2261,465,씨제이푸드빌(주)빕스문정역점,3230000,송파구,101,일반음식점,10103,경양식,정문목,2,채식메뉴음식점,2013-12-04,N,Y,,37.48517949,127.1234604,02-443-2997,31 (문정동),1.17104E+15,서울특별시 송파구 새말로5길,3.23E+18,53:25.0,53:25.0,샐러드바(성인 L:20600원 D:27900원 W:29900원),7.10001E+12,Y
2260,134,빕스 미아점,3070000,성북구,101,일반음식점,10103,경양식,정문목,2,채식메뉴음식점,2013-12-18,N,Y,,37.60985453,127.0336913,02-941-1997,32 (하월곡동),1.12903E+15,서울특별시 성북구 월계로,3.07E+18,52:03.0,52:03.0,샐러드바(성인 L:20600원 D:27900원 W:29900원),13022,Y
2259,332,씨제이푸드빌(주) 빕스 동소문점,3070000,성북구,101,일반음식점,10103,경양식,정문목,2,채식메뉴음식점,2013-12-20,N,Y,,37.59090201,127.0107294,02-929-4997,47 (동소문동4가 부라다리빙텔 202),1.12903E+15,서울특별시 성북구 동소문로,3.07E+18,50:51.0,50:51.0,샐러드바(성인 L:20600원 D:27900원 W:29900원),10281,Y
2258,329,주막벽송,3070000,성북구,101,일반음식점,10199,기타(일반음식점),정정권,2,채식메뉴음식점,2013-12-20,N,Y,,37.606429,127.049033,,164 (상월곡동),1.12903E+15,서울특별시 성북구 화랑로,3.07E+18,49:33.0,49:33.0,담북장(청국장)(5500원) 된장찌개(5500원),12635,Y
2257,192,장수국수,3070000,성북구,101,일반음식점,10105,분식,김화옥,2,채식메뉴음식점,2013-12-20,N,Y,,37.6072326,127.0642319,02-957-2595,51 (석관동),1.12904E+15,서울특별시 성북구 돌곶이로8길,3.07E+18,48:00.0,48:00.0,열무김치말이국수(5000원) 비빔국수(4000원),11344,Y
2256,257,비비고 고려대점,3070000,성북구,101,일반음식점,10101,한식,정문목,2,채식메뉴음식점,2013-12-19,N,Y,,37.58870342,127.0316981,02-926-7423,145 (안암동5가 고려대학교 제3법학관),1.12903E+15,서울특별시 성북구 안암로,3.07E+18,46:19.0,46:19.0,비비고라이스(8500~12000원) 비빔밥(8500~12000원) 비비고샐러드(8500~12000원),13594,Y
2255,270,베누스타뷔페,3070000,성북구,101,일반음식점,10106,뷔페식,강두연,2,채식메뉴음식점,2013-12-20,N,Y,,37.60915281,127.0297815,02-988-4584,1 2층 (길음동),1.12903E+15,서울특별시 성북구 도봉로,3.07E+18,44:56.0,44:56.0,평일세미뷔페(13800 (ECO테이블 신청시)),13607,Y
2254,109,씨제이푸드빌(주)빕스왕십리점,3030000,성동구,101,일반음식점,10106,뷔페식,정문목,2,채식메뉴음식점,2013-12-19,N,Y,,37.56144455,127.038387,02-2200-1397,17 지상2층 (행당동 왕십리민자역사),1.12003E+15,서울특별시 성동구 왕십리광장로,3.03E+18,43:14.0,43:14.0,샐러드바(성인 L:20600원 D:27900원 W:29900원),8347,Y
2253,93,삼성 에버랜드(주) 10 꼬르소꼬모서울,3220000,강남구,101,일반음식점,10103,경양식,김봉영,2,채식메뉴음식점,2013-12-23,N,Y,,37.5269313,127.0424057,02-3018-1010,416 (청담동지하1층),1.16803E+15,서울특별시 강남구 압구정로,3.22E+18,42:03.0,42:03.0,"비트샐러드(17000원) 	 엔다이브샐러드(25000원) 아티초코스파게티(25000원)  ",36487,Y
2252,419,씨제이푸드빌(주) 빕스 반포역점,3210000,서초구,101,일반음식점,10103,경양식,정문목,2,채식메뉴음식점,2013-12-19,N,Y,,37.5086155,127.0119074,02-595-5997,257 2층 (잠원동),1.16503E+15,서울특별시 서초구 신반포로,3.21E+18,41:41.0,41:41.0,샐러드바(성인 L:20600원 D:27900원 W:29900원),12622,Y
2251,21972,전주비빔밥,3220000,강남구,101,일반음식점,10101,한식,하광숙,2,채식메뉴음식점,2013-12-23,N,Y,,37.5096319,127.059443,02-551-0812,22 (삼성동지하1층C-3),1.16804E+15,서울특별시 강남구 테헤란로87길,3.22E+18,41:16.0,41:16.0,"새싹비빔밥(8000원) 	 전주비빔밥(6500원) ",6.80001E+12,Y
2250,1098,일치프리아니,3220000,강남구,101,일반음식점,10103,경양식,김웅,2,채식메뉴음식점,2013-12-23,N,Y,,37.5273646,127.0274365,02-512-3494,165 (압구정동현대백화점지상5층),1.16803E+15,서울특별시 강남구 압구정로,3.22E+18,40:36.0,40:36.0,계절샐러드(12000원),22875,Y
2249,503,월화당,3220000,강남구,101,일반음식점,10105,분식,김현주,2,채식메뉴음식점,2013-12-23,N,Y,,37.49583358,127.038471,02-568-8520,177 (역삼동지상1층),1.16803E+15,서울특별시 강남구 역삼로,3.22E+18,39:55.0,39:55.0,"송이청경채볶음(35000원) 	 송이볶음(35000원)  ",37894,Y
2248,165,(주)효소원 방배1호점,3210000,서초구,101,일반음식점,10106,뷔페식,김희철,2,채식메뉴음식점,2013-12-12,N,Y,,37.47652881,126.9878625,02-582-1820,24 (방배동 와이엠빌딩 ),1.16504E+15,서울특별시 서초구 효령로4길,3.21E+18,39:22.0,39:22.0,채식뷔페 (버섯우엉강정/두부스테이크/생청국장비빔밥/마 샐러드/호두잡채/삼색초밥/현미깁밥) (성인: 16000 / 소인: 8000),15229,Y
2247,5445,우미가,3220000,강남구,101,일반음식점,10101,한식,이주영,2,채식메뉴음식점,2013-12-23,N,Y,,37.51012706,127.0386819,02-540-8045,11 (논현동지상1층),1.16804E+15,서울특별시 강남구 언주로114길,3.22E+18,39:11.0,39:11.0,"콩국수(9000원) 	 감자전(8000원)  ",6.80001E+12,Y
2246,24274,에렉스에프앤비(주)용궁,3220000,강남구,101,일반음식점,10102,중국식,임기호,2,채식메뉴음식점,2013-12-23,N,Y,,37.5103591,127.0610225,02-551-4893,511 (삼성동호텔오크우드프리미어 지상3층),1.16802E+15,서울특별시 강남구 영동대로,3.22E+18,38:26.0,38:26.0,"신선한야채볶음(대)(40000원) 	 신선한야채볶음(소)(30000원) 	 야채스프(15000원) 	 샐러드1인(20000원)  ",19188,Y
2245,362,바비오네(BABIONE),3210000,서초구,101,일반음식점,10101,한식,이하웅,2,채식메뉴음식점,2013-12-20,N,Y,,37.50643547,127.0068357,02-534-1688,194 경부선1층동 10호 (반포동 서울고속버스터미널 부속상가동),1.16503E+15,서울특별시 서초구 신반포로,3.21E+18,37:56.0,37:56.0,곤드레나물밥과된장찌개(7000원) 도토리연두부버섯탕(6000원) 산나물들깨칼국수(6000원) 산나물정식과 된장찌개(8000원) 산나물라이스볼(6000원),16970,Y
2244,699,옛날농장,3220000,강남구,101,일반음식점,10101,한식,윤정화,2,채식메뉴음식점,2013-12-23,N,Y,,37.49494204,127.0307357,02-567-9550,16 (역삼동지상1층),1.16804E+15,서울특별시 강남구 강남대로78길,3.22E+18,36:32.0,36:32.0,열무비빔밥(7000원) 도토리묵사발(5000원),26003,Y
2243,15371,예향,3220000,강남구,101,일반음식점,10101,한식,김명선,2,채식메뉴음식점,2013-12-23,N,Y,,37.50555228,127.0591819,02-565-5929,25 (대치동),1.16804E+15,서울특별시 강남구 테헤란로84길,3.22E+18,35:48.0,35:48.0,"두부들깨볶음김치(40000원) 	 모듬야채전(60000원)	 버섯청국장(10000원)	 런치비빔밥(7000원) ",6.80001E+12,Y
2242,728,연타발,3220000,강남구,101,일반음식점,10103,경양식,이명호,2,채식메뉴음식점,2013-12-23,N,Y,,37.52144563,127.0321538,02-545-4248,231 (신사동지상23층),1.16802E+15,서울특별시 강남구 도산대로,3.22E+18,34:16.0,34:16.0,"비빔밥(7000원)	 청국장(7000원)	 열무국수(6000원)  ",25098,Y
2241,341,명가추어탕.보리밥,3070000,성북구,101,일반음식점,10119,탕류,하광용,2,채식메뉴음식점,2013-12-10,N,Y,,37.60340937,127.0379238,02-916-4443,6-9 (하월곡동),1.12903E+15,서울특별시 성북구 오패산로,3.07E+18,33:59.0,33:59.0,보리밥(5000원),8988,Y
2240,757,중화요리 연경,3220000,강남구,101,일반음식점,10102,중국식,이택래,2,채식메뉴음식점,2013-12-23,N,Y,,37.52646908,127.0448536,02-549-7843,438,1.16803E+15,서울특별시 강남구 압구정로,3.22E+18,33:07.0,33:07.0,모듬야채(24500원) 표고버섯죽순(30800원),4699181,Y
2239,9,밥이랑 술이랑,3070000,성북구,101,일반음식점,10101,한식,김숙자,2,채식메뉴음식점,2013-12-26,N,Y,,37.61471479,127.048318,02-919-6142,99-1 1층 (장위동),1.12903E+15,서울특별시 성북구 장월로,3.07E+18,32:28.0,32:28.0,된장찌개(6000원),8047,Y
2238,95,비비고여의도점,3180000,영등포구,101,일반음식점,10101,한식,정문목,2,채식메뉴음식점,2013-12-26,N,Y,,37.53093101,126.9210852,02-785-7431,800 1층 113호 (여의도동 진미파라곤),1.15602E+15,서울특별시 영등포구 국회대로,3.18E+18,31:14.0,31:14.0,비비고라이스(8500~12000원) 비빔밥(8500~12000원) 비비고샐러드(8500~12000원),12999,Y
2237,220,역삼민들레,3220000,강남구,101,일반음식점,10101,한식,오성숙,2,채식메뉴음식점,2013-12-23,N,Y,,37.49874614,127.0368621,02-558-8513,5-6 (역삼동지상12층),1.16804E+15,서울특별시 강남구 논현로85길,3.22E+18,31:12.0,31:12.0,도토리묵무침(12000원),20779,Y
2236,473,아리산,3220000,강남구,101,일반음식점,10102,중국식,필가신,2,채식메뉴음식점,2013-12-23,N,Y,,37.49900936,127.0364596,,11 (역삼동지상1층),1.16804E+15,서울특별시 강남구 논현로85길,3.22E+18,30:25.0,30:25.0,"모듬야채볶음(38000원) 표고/은행/죽순볶음(33000원) 	 자연송이볶음(65000원) 	 청경채두부(28000원)  ",22275,Y
2235,24272,에렉스에프앤비(주)아까마츠,3220000,강남구,101,일반음식점,10104,일식,임기호,2,채식메뉴음식점,2013-12-23,N,Y,,37.5103591,127.0610225,02-551-4893,511 (삼성동호텔오크우드프리미어지상3층),1.16802E+15,서울특별시 강남구 영동대로,3.22E+18,29:30.0,29:30.0,야채튀김(75500원) 야채중(22000원) 야채조림(22000원),19189,Y
2234,197,한겨레식당,3140000,양천구,101,일반음식점,10101,한식,김정례,2,채식메뉴음식점,2013-12-18,N,Y,,37.51631244,126.8362061,02-2606-2451,111 (신월동지하 1층),1.14703E+15,서울특별시 양천구 신월로,3.14E+18,29:08.0,29:08.0,청국장(8000원),462,Y
2233,353,옥천집,3140000,양천구,101,일반음식점,10101,한식,이윤자,2,채식메뉴음식점,2013-12-24,N,Y,,37.5255227,126.8632915,02-2695-4554,4 (신정동 1층),1.14704E+15,서울특별시 양천구 목동로21길,3.14E+18,27:53.0,27:53.0,청국장(6000원) ,12223,Y
2232,1038,씨작,3220000,강남구,101,일반음식점,10106,뷔페식,손화수,2,채식메뉴음식점,2013-12-23,N,Y,,37.51765717,127.03441,02-545-2222,711 (논현동지하1층),1.16803E+15,서울특별시 강남구 언주로,3.22E+18,26:53.0,26:53.0,샐러드 외(49500원),26339,Y
2231,7739,산채,3140000,양천구,101,일반음식점,10101,한식,양경비,2,채식메뉴음식점,2013-12-26,N,Y,,37.52330888,126.8754587,02-2651-2869,98 1층 (목동),1.14703E+15,서울특별시 양천구 신목로,3.14E+18,26:42.0,26:42.0,나물정식(13000원) 더덕정식(17000원),5897,Y
2230,22056,성지쌈밥,3220000,강남구,101,일반음식점,10104,일식,신현옥,2,채식메뉴음식점,2013-12-23,N,Y,,37.49011152,127.0846839,02-451-5430,38 (일원동),1.16804E+15,서울특별시 강남구 일원로9길,3.22E+18,26:16.0,26:16.0,쌈밥(8000원),6.80001E+12,Y
2229,649,샐러디언,3220000,강남구,101,일반음식점,10103,경양식,정충희,2,채식메뉴음식점,2013-12-23,N,Y,,37.51211323,127.0558074,,20 지상1층 (삼성동),1.16804E+15,서울특별시 강남구 삼성로108길,3.22E+18,25:40.0,25:40.0,"두부샐러드(11000원)	 하우스샐러드(10500원)	 버섯김치샐러드(11000원) 구운고구마와호박(4000원) 	 허브그릴채소(5500원)  ",45053,Y
2228,111,청보리꼴,3070000,성북구,101,일반음식점,10101,한식,이미숙,2,채식메뉴음식점,2013-12-24,N,Y,,37.59240351,127.0358484,,1062 (종암동(지상2층)),1.12903E+15,서울특별시 성북구 북악산로,3.07E+18,25:12.0,25:12.0,보리밥(6000원) 된장찌개(5000원),10060,Y
2227,255,정원쌈밥,3070000,성북구,101,일반음식점,10101,한식,강범준,2,채식메뉴음식점,2013-12-20,N,Y,,37.60803207,127.0038868,02-3292-0105,169 (정릉동),1.12903E+15,서울특별시 성북구 정릉로,3.07E+18,23:51.0,23:51.0,공기쌈밥(10000원) 돌쌈밥(11000원),8902,Y
2226,210,정릉순두부집,3070000,성북구,101,일반음식점,10101,한식,권창호,2,채식메뉴음식점,2013-12-09,N,Y,,37.60833476,127.0049922,02-913-3392,10-7 (정릉동(1층)),1.12903E+15,서울특별시 성북구 솔샘로,3.07E+18,22:17.0,22:17.0,순두부(7000원) 들깨순두부(7000원) 초당순두부(6000원),11738,Y
2225,33,정릉곤드레,3070000,성북구,101,일반음식점,10101,한식,권선영,2,채식메뉴음식점,2013-12-20,N,Y,,37.61259811,127.0075295,,95 지하1층 (정릉동),1.12903E+15,서울특별시 성북구 보국문로,3.07E+18,20:58.0,20:58.0,곤드레비빔밥(5000원),13687,Y
2224,366,원조멸치국수,3070000,성북구,101,일반음식점,10105,분식,양광환,2,채식메뉴음식점,2013-12-25,N,Y,,37.60240602,127.0421949,02-6085-6035,88-1 (하월곡동),1.12903E+15,서울특별시 성북구 화랑로,3.07E+18,19:54.0,19:54.0,비빔국수(4500원),11147,Y
2223,21975,삼정,3220000,강남구,101,일반음식점,10101,한식,김현주,2,채식메뉴음식점,2013-12-23,N,Y,,37.5096319,127.059443,02-551-5949,22 (삼성동지하1층C-2),1.16804E+15,서울특별시 강남구 테헤란로87길,3.22E+18,18:43.0,18:43.0,야채된장(6000원) 보리밥(6000원),6.80001E+12,Y
2222,374,신토불이보리밥집,3070000,성북구,101,일반음식점,10101,한식,정현순,2,채식메뉴음식점,2013-12-25,N,Y,,37.61342309,127.0518102,02-919-1957,7 (장위동),1.12904E+15,서울특별시 성북구 장위로40길,3.07E+18,18:38.0,18:38.0,보리밥(6500원) ,10760,Y
2221,1228,사월에보리밥압구정지점,3220000,강남구,101,일반음식점,10101,한식,오진권,2,채식메뉴음식점,2013-12-23,N,Y,,37.52608483,127.0288841,02-540-5292,868 (신사동지하1층),1.16803E+15,서울특별시 강남구 논현로,3.22E+18,17:55.0,17:55.0,"곤드레비빔밥(8500원)  감자전(7000원)	 도토리묵(8000원)	 열무김치(6000원) ",21773,Y
2220,9155,시골밥상,3070000,성북구,101,일반음식점,10101,한식,이삼순,2,채식메뉴음식점,2013-12-10,N,Y,,37.60709287,127.062687,02-957-9384,25 (석관동),1.12904E+15,서울특별시 성북구 돌곶이로8길,3.07E+18,17:26.0,17:26.0,영양돌솥밥(7000원) 보리밥정식(6000원),6160,Y
2219,16388,사랑방,3220000,강남구,101,일반음식점,10101,한식,김미선,2,채식메뉴음식점,2013-12-23,N,Y,,37.50239708,127.0366694,02-562-6655,3 (역삼동),1.16804E+15,서울특별시 강남구 논현로94길,3.22E+18,16:54.0,16:54.0,"사랑방웰빙정식(7000원) 파전(12000원) 부추전(12000원)	 감자전(12000원)	 모듬전(15000원)  ",6.80001E+12,Y
2218,4195,상해 손칼국수,3070000,성북구,101,일반음식점,10101,한식,박만후,2,채식메뉴음식점,2013-12-26,N,Y,,37.6045285,127.0428801,02-917-7813,112 (하월곡동),1.12904E+15,서울특별시 성북구 장월로1길,3.07E+18,15:54.0,15:54.0,콩국수(6000원),4761,Y
2217,847,비오비,3220000,강남구,101,일반음식점,10103,경양식,허영남,2,채식메뉴음식점,2013-12-23,N,Y,,37.51239837,127.0214725,02-3448-1080,15 (논현동1층),1.16804E+15,서울특별시 강남구 학동로1길,3.22E+18,15:28.0,15:28.0,"도토리묵채밥(6000원) 	 열무비빔밤(6000원) ",26151,Y
2216,224,산전수전,3070000,성북구,101,일반음식점,10101,한식,현영록,2,채식메뉴음식점,2013-12-20,N,Y,,37.61704561,127.002211,,171 (정릉동),1.12903E+15,서울특별시 성북구 보국문로,3.07E+18,14:24.0,14:24.0,호박부추전(11000원) 도토리무침(11000원),8252,Y
2215,881,비비고 청담CGV점,3220000,강남구,101,일반음식점,10101,한식,정문목,2,채식메뉴음식점,2013-12-23,N,Y,,37.52304799,127.0369917,02-6740-4254,3 (신사동지상2층),1.16804E+15,서울특별시 강남구 도산대로49길,3.22E+18,14:22.0,14:22.0,"비비고라이스(8500~12000원) 	 비빔밥	 (8500~12000원) 	 비비고샐러드(8500~12000원) ",44156,Y
2214,461,씨제이푸드빌(주)비비고 강남역점,3220000,강남구,101,일반음식점,10101,한식,정문목,2,채식메뉴음식점,2013-12-23,N,Y,,37.50029121,127.0275306,02-564-7423,30 지상2층 (역삼동),1.16804E+15,서울특별시 강남구 테헤란로1길,3.22E+18,13:21.0,13:21.0,"비비고라이스(8500~12000원) 	 비빔밥	 (8500~12000원)	 비비고샐러드(8500~12000원) ",44870,Y
2213,160,비비고 삼성타운점,3210000,서초구,101,일반음식점,10101,한식,정문목,2,채식메뉴음식점,2013-12-19,N,Y,,37.49722449,127.0261996,02-588-7423,3 지하1층 (서초동 윤빌딩),1.16504E+15,서울특별시 서초구 서초대로74길,3.21E+18,13:03.0,13:03.0,비비고라이스(8500~12000원) 비빔밥(8500~12000원) 비비고샐러드(8500~12000원) ,15903,Y
2212,16079,엄마손반찬,3210000,서초구,104,휴게음식점,,,연정옥,2,채식메뉴음식점,2013-12-17,N,Y,,37.5021789,126.9900614,02-596-3433,49 반포상가 M동 1호,1.16503E+15,서울특별시 서초구 신반포로,3.21E+18,10:48.0,10:48.0,야채김밥(2000원) 야채만두(5000원) 야채쌈(6000원) 야채된장국(5000원) 야채류 반찬(3000~5000원),1800,Y
2211,1013,씨제이푸드빌(주) 비비고 가로수길점,3220000,강남구,101,일반음식점,10101,한식,정문목,2,채식메뉴음식점,2013-12-23,N,Y,,37.51820773,127.0231483,02-6740-4254,5 지상2층 (신사동),1.16804E+15,서울특별시 강남구 도산대로13길,3.22E+18,10:47.0,10:47.0,"비비고라이스(8500~12000원) 	 비빔밥	 (8500~12000원) 	 비비고샐러드(8500~12000원) ",44271,Y
2210,16376,뱀부하우스,3220000,강남구,101,일반음식점,10101,한식,정양선,2,채식메뉴음식점,2013-12-23,N,Y,,37.50704988,127.0366354,02-566-0871,33 (역삼동.9.10),1.16804E+15,서울특별시 강남구 언주로107길,3.22E+18,09:50.0,09:50.0,야채샐러드(9600원) 비빔밥(18000원) 두부스테이크(24000원) ,6.80001E+12,Y
2209,56,강촌,3070000,성북구,104,휴게음식점,,,김황용,2,채식메뉴음식점,2013-12-09,N,Y,,37.59450254,126.9912449,02-766-2557,167 (성북동),1.12903E+15,서울특별시 성북구 성북로,3.07E+18,07:22.0,07:22.0,쌈밥정식(11000원),1392,Y
2208,689,뭉퉁이,3220000,강남구,101,일반음식점,10103,경양식,양재근,2,채식메뉴음식점,2013-12-23,N,Y,,37.52598018,127.0414368,02-548-4922,13-8 (청담동지상23층),1.16804E+15,서울특별시 강남구 선릉로158길,3.22E+18,07:02.0,07:02.0,순두부야채밥(6000원),25993,Y
2207,281,로즈힐 강남파이낸스센터점,3220000,강남구,101,일반음식점,10101,한식,최병길,2,채식메뉴음식점,2013-12-23,N,Y,,37.49999322,127.0365822,02-508-2090,152 (역삼동강남파이낸스센터 지하1층),1.16803E+15,서울특별시 강남구 테헤란로,3.22E+18,06:28.0,06:28.0,모듬전(30000원) 스테이크와구운야채(25000원) 오늘의샐러드(20000원),25588,Y
2206,119,곽가네보리밥,3070000,성북구,101,일반음식점,10101,한식,곽명자,2,채식메뉴음식점,2013-12-07,N,Y,,37.60079452,127.0324733,02-943-3636,8 (종암동),1.12904E+15,서울특별시 성북구 종암로25길,3.07E+18,05:54.0,05:54.0,보리밥(5000원) 열묵국수(3500원),13775,Y
2205,695,(주)러빙헛,3220000,강남구,101,일반음식점,10103,경양식,오종철,2,채식메뉴음식점,2013-12-23,N,Y,,37.47689752,127.0494366,02-576-2158,35 (개포동지상1층),1.16804E+15,서울특별시 강남구 개포로22길,3.22E+18,05:26.0,05:26.0,노블볶음밥(7000원) 카레라이스(7000원) 콩불구이덮밥(7000원) 버섯덮밥(7000원) 볶음우동(8000원),41340,Y
2204,5020,국수나무,3070000,성북구,101,일반음식점,10105,분식,김해순,2,채식메뉴음식점,2013-12-05,N,Y,,37.60375397,127.0420054,02-913-5271,31 (하월곡동),1.12904E+15,서울특별시 성북구 화랑로11길,3.07E+18,04:28.0,04:28.0,샐러드국수(6000원),2151,Y
2203,247,더골드캐슬카페라마노,3220000,강남구,101,일반음식점,10103,경양식,마요한,2,채식메뉴음식점,2013-12-23,N,Y,,37.5138636,127.0289789,02-546-0871,165 지상211호 (논현동),1.16803E+15,서울특별시 강남구 학동로,3.22E+18,03:50.0,03:50.0,손두부샐러드(6500원),44662,Y
2202,144,씨제이푸드빌(주)다담청담점,3220000,강남구,101,일반음식점,10101,한식,정문목,2,채식메뉴음식점,2013-12-23,N,Y,,37.52433553,127.044789,02-518-6161,445 지하1층 (청담동),1.16802E+15,서울특별시 강남구 도산대로,3.22E+18,03:06.0,03:06.0,산메밥상(점심 45000원 저녁 60000원),44559,Y
2201,4853,보리촌,3070000,성북구,101,일반음식점,10101,한식,백재선,2,채식메뉴음식점,2013-12-12,N,Y,,37.588455,127.0097055,02-742-6582,35-5 (삼선동2가(지하1층)),1.12903E+15,서울특별시 성북구 삼선교로,3.07E+18,01:07.0,01:07.0,보리밥(6000원),1673,Y
2200,23975,늘보리,3220000,강남구,101,일반음식점,10101,한식,김소정,2,채식메뉴음식점,2013-12-23,N,Y,,37.49988008,127.0409158,02-567-5454,27 (역삼동지상12층),1.16804E+15,서울특별시 강남구 테헤란로34길,3.22E+18,00:08.0,00:08.0,"보리밥(7500원) 	 돌솥비빔밥(7000원)  ",18906,Y
2199,77,산장두부촌,3070000,성북구,101,일반음식점,10101,한식,김지훈,2,채식메뉴음식점,2013-12-04,N,Y,,37.61786372,126.9985638,02-919-1599,205 (정릉동외2필지),1.12903E+15,서울특별시 성북구 보국문로,3.07E+18,59:20.0,59:20.0,비빔밥(7000원) 청국장(6500원),10858,Y
2198,12797,공리,3220000,강남구,101,일반음식점,10102,중국식,김순애,2,채식메뉴음식점,2013-12-23,N,Y,,37.50742442,127.0629429,02-0562-0110,6 (대치동),1.16804E+15,서울특별시 강남구 영동대로85길,3.22E+18,59:06.0,59:06.0,"모듬버섯밥(8000원) 	 수신금(25000원) 	 배추두부탕(15000원) 	 자연송이볶음(75000원)		 호유채심(35000원)  ",6.80001E+12,Y
2197,21403,강가,3220000,강남구,101,일반음식점,10103,경양식,박찬만,2,채식메뉴음식점,2013-12-23,N,Y,,37.52608483,127.0288841,02-3444-3610,868 (신사동지상2층),1.16803E+15,서울특별시 강남구 논현로,3.22E+18,54:59.0,54:59.0,알루고비(18500원) 베지터블바지(18500원) 랄타르카(18500)원,6.80001E+12,Y
2196,175,도모니,3210000,서초구,104,휴게음식점,10401,과자점,박초성,2,채식메뉴음식점,2013-12-07,N,Y,,37.48771515,126.983071,02-535-0536,15 1층 102호 (방배동),1.16504E+15,서울특별시 서초구 서초대로1길,3.21E+18,54:25.0,54:25.0,비빔냉라면(5000원),16051,Y
2195,371,가로비,3220000,강남구,101,일반음식점,10103,경양식,박혜수,2,채식메뉴음식점,2013-12-23,N,Y,,37.50243583,127.0265272,02-566-7545,35 (역삼동소현빌딩 2층),1.16804E+15,서울특별시 강남구 봉은사로2길,3.22E+18,53:59.0,53:59.0,채식도시락(15000원),41017,Y
2194,19831,(주)본뽀스또,3220000,강남구,101,일반음식점,10103,경양식,강윤숙,2,채식메뉴음식점,2013-12-23,N,Y,,37.5245599,127.0423003,02-544-4081,33 (청담동지하1층지상12층),1.16804E+15,서울특별시 강남구 선릉로152길,3.22E+18,47:19.0,47:19.0,그린샐러드(17600원) 야채버섯구이(25300원) 홍자몽샐러드 (23100원),6.80001E+12,Y
472,2099,팬다,3000000,종로구,101,일반음식점,10102,중국식,양지열,2,채식메뉴음식점,2013-12-10,N,Y,,0,0,02-733-9981,36 (내수동용비어천가 지층 B103호),1.11104E+15,서울특별시 종로구 새문안로3길,3E+18,46:26.0,46:26.0,,11217,Y
119,326,나무(namu),3000000,종로구,101,일반음식점,10199,기타(일반음식점),이승우,2,채식메뉴음식점,2013-12-13,N,Y,,37.58289077,127.0048184,,40 (동숭동지상1층),1.11104E+15,서울특별시 종로구 동숭3길,3E+18,26:02.0,26:02.0,test11,12046,Y
22,397,나무가 있는집,3000000,종로구,101,일반음식점,10101,한식,이승우,2,채식메뉴음식점,2013-12-11,N,Y,,37.57123952,126.9721354,02-722-3880,10-2 (신문로2가지하1층지상12층),1.11104E+15,서울특별시 종로구 경희궁길,3E+18,30:09.0,30:09.0,test111,10935,Y
9,328,꽃담,3220000,강남구,101,일반음식점,10101,한식,이승우,2,채식메뉴음식점,2013-12-06,N,Y,,37.50861222,127.0657579,            ,12 (대치동지상2층),1.16804E+15,서울특별시 강남구 테헤란로108길,3.22E+18,06:43.0,06:43.0,전주비빔밥(7000원),25631,Y
